id	name	rarity	description	requirements	effects	end
181	Shamshiel has sired an offspri	-1	Shamshiel has sired an offspring.	land 1|monster 2065	nation -2|com 2075	
182	Kokabel has sired an offspring	-1	Kokabel has sired an offspring.	land 1|monster 2066	nation -2|com 2075	
183	Arakiel has sired an offspring	-1	Arakiel has sired an offspring.	land 1|monster 2067	nation -2|com 2075	
184	One of your Melqarts has reali	0	One of your Melqarts has realized the power inherent in the blood of his brethren. Inviting a Ba'al to a grisly banquet, he slew his guest and feasted upon his heart to gain power.	9600 5|unique 1|turn 15|monster 2032|land 1|monster 2032	nation -2|killcom 2032|holyboost 2031	
185	One of your Zamzummim and an A	0	One of your Zamzummim and an Adon have organized a great banquet for Ditan, greatest of the deified Rephaite Lords. By sacrificing himself at the feast, the Zamzummite has traded life for life and passed into Sheol, allowing Ditan and his assembly to manifest in the world of the living.	9600 4|unique 1|turn 25|monster 2011|land 1|monster 2011|dominion 8|nomnr 2046	nation -2|killcom 2011|com 2046|1d6units 2045	
186	One of your eunuchs has miracu	0	One of your eunuchs has miraculously fathered a child. Faith in your healing powers has increased.	9600 1|land 1|monster 805|dominion 2|unique 3	incdom 3	
187	One of your Ceremonial Masters	-1	One of your Ceremonial Masters has interpreted the ceremonial calendar of the Ministry.	land 1|monster 807|minpop 500|order 1	gold 250	
188	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province.	land 1|monster 804|minpop 500|order 1	gold 500	
189	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province.	land 1|monster 804|minpop 100|order 1	gold 250	
190	One of your Ministers has inte	-1	One of your Ministers has interpreted the signs and made a remarkably accurate calendar for the province. Order was brought to the troubled province.	land 1|monster 804|chaos 1	unrest -25|decscale3 Turmoil	
191	Farbaute has organized a great	-1	Farbaute has organized a great drinking contest and champions from near and far are gathering to show off.	land 1|monster 544|turn 10|luck 1	nation -2|2d6units 146|4d6units 145	
192	A handful of black onis were m	-1	A handful of black onis were molesting a group of red onis and refused to stop. Not until Tsunekage slew one of the black onis and ate his heart did they stop. Another group of red onis witnessed the event and joined your army.	monster 1673|chaos 1|monster 1673|monster 1673|land 1	nation -2|killmon 1274|2d6units 1266	
193	Daidalos, the great inventor, 	-1	Daidalos, the great inventor, Maker of the Maze, has unveiled his latest masterpiece, an army of mechanical servants. A clever engineer quickly found a use for the servants and placed armaments in their hands.	land 1|monster 1073|unique 1	nation -2|2d6units 532	
194	The Mother of Monsters has giv	-1	The Mother of Monsters has given birth.	land 1|monster 157|turn 10|growth 2	nation -2|2d6units 394	
195	Angerboda, the Great Hag, moth	-1	Angerboda, the Great Hag, mother of monsters, has given birth to a great serpent of exceptional cunning.	land 1|monster 586|unique 1	nation -2|com 403	
196	Angerboda, the Great Hag, moth	-1	Angerboda, the Great Hag, mother of monsters, has given birth to a great wolf of exceptional cunning.	land 1|monster 586|unique 1	nation -2|com 1309	
197	Klaus has convinced the Empero	-1	Klaus has convinced the Emperor of Pythium that he needs further funding to conquer the Underworld. The Emerald Emperor sent a Pythian legion and a chest filled with gold to strengthen the human position in the Underworld.	land 1|monster 1848|turn 10|luck 1	nation -2|6d6units 686|com 683|gold 400	
198	In her misery and solitude, De	-1	In her misery and solitude, Delgnat, the last Partholonian, has reenacted the last battle of Sera, her father. Some of the corpses reanimated for the charade were not destroyed and have been put to other use.	unique 1|land 1|monster 1794|turn 10|death 1	nation -2|A300 1810|4d6units 189|6d6units 197	
199	A brigand leader and his follo	-1	A brigand leader and his followers have been rounded up and delivered to one of your bailiffs by a striking woman astride a unicorn. Peasants are now able to toil the land again.	land 1|nomnr 381|minunrest 10|fornation 57	unrest -25	
200	One of your Knights of the Sto	-1	One of your Knights of the Stone has embarked upon a quest and returned with enchanted treasure.	land 1|monster 58	magicitem 1|magicitem 1	
201	One of your Knights of the Sto	-1	One of your Knights of the Stone has embarked upon a quest. In a deep forest he met an enchantress of great power, fell in love with her and wooed her for a month. Being quite lonely, she grew fond of him and accepted his offer of marriage.	unique 1|land 1|monster 58	nation -2|com 363	
202	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 110|unluck -1	nation -2|10d6units 1238	
203	Your troubled province has bee	-1	Your troubled province has been terrorized by a group of renegade ronin. Fortunately an influential and wise kannushi convinced the bandits to quit the meaningless slaughter and fight where there is honor.	dominion 2|chaos 1|land 1|fullowner 110	nation -2|4d6units 1270	
204	Rumors of your might have swep	-1	Rumors of your might have swept the province and a group of loud-mouthed bakemono-sho praising your greatness has joined your armies.	dominion 2|land 1|fullowner 70	nation -2|16d6units 1393	
205	Rumors of your might have swep	-1	Rumors of your might have swept the province and a group of loud-mouthed bakemono-sho praising your greatness has joined your armies.	dominion 2|land 1|fullowner 23	nation -2|16d6units 1393	
206	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of warriors committed to your cause has joined your armies.	dominion 2|land 1|fullowner 76	nation -2|12d6units 1599	
207	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of villagers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 76	nation -2|16d6units 878	
208	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 5	nation -2|10d6units 199	
209	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 50	nation -2|10d6units 199	
210	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 95	nation -2|10d6units 199	
211	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 109	nation -2|10d6units 794	
212	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 22	nation -2|10d6units 794	
213	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 69	nation -2|10d6units 794	
214	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 27	nation -2|16d6units 168	
215	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 113	nation -2|16d6units 168	
216	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of lowborn soldiers committed to your cause has joined your armies.	dominion 2|land 1|fullowner 75	nation -2|16d6units 168	
217	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 52|forest 1	nation -2|12d6units 229	
218	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 7|forest 1	nation -2|12d6units 229	
219	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of satyrs committed to your cause has joined your armies.	dominion 2|land 1|fullowner 97|forest 1	nation -2|12d6units 229	
220	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 52	incdom 3	
221	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 7	incdom 3	
222	Naked people have been seen da	-1	Naked people have been seen dancing and singing in the woods. This was seen as a good omen and faith has increased.	dominion 1|forest 1|fullowner 97	incdom 3	
223	Naked people have been seen da	1	Naked people have been seen dancing and singing in the woods. This was seen as an ill omen and faith has decreased.	dominion 1|forest 1|notnation 52|notnation 52|notnation 52	incdom -2	
224	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of humanbreds committed to your cause has joined your armies.	dominion 2|land 1|fullowner 104	nation -2|AB00 984	
225	A wave of religious zeal has s	-1	A wave of religious zeal has swept the province and a group of humanbreds committed to your cause has joined your armies.	dominion 2|land 1|fullowner 63	nation -2|AB00 372	
226	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 108	nation -2|16d6units 1118	
227	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 68	nation -2|16d6units 1118	
228	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 20	nation -2|16d6units 1118	
229	A wave of religious zeal has s	-1	A wave of religious zeal has swept the markata population in the province and a chittering group of the annoying creatures has joined your armies.	dominion 2|land 1|fullowner 21	nation -2|16d6units 1118	
230	Rumors of possible sightings o	-1	Rumors of possible sightings of the fabled White Seal have led a great hunting party to the province. Plenty of seals and the occasional whale were caught, but the White Seal eluded the hunters, who decided to join you armies instead.	dominion 2|coast 1|fullowner 126|cold 2	nation -2|com 1631|12d6units 1617	
